2024-07-11 11:19:32,609 DEBUG Using selector: EpollSelector
2024-07-11 11:21:46,784 DEBUG  ROS Time: 20 |  tasks: 0 | active robots: 0
2024-07-11 11:21:48,786 DEBUG  ROS Time: 21 |  tasks: 0 | active robots: 0
2024-07-11 11:21:50,787 DEBUG  ROS Time: 21 |  tasks: 0 | active robots: 0
2024-07-11 11:21:52,790 DEBUG  ROS Time: 22 |  tasks: 0 | active robots: 0
2024-07-11 11:21:54,793 DEBUG  ROS Time: 22 |  tasks: 0 | active robots: 0
2024-07-11 11:21:56,795 DEBUG  ROS Time: 23 |  tasks: 0 | active robots: 1
2024-07-11 11:21:58,798 DEBUG  ROS Time: 23 |  tasks: 0 | active robots: 1
2024-07-11 11:22:00,801 DEBUG  ROS Time: 23 |  tasks: 0 | active robots: 1
2024-07-11 11:22:02,803 DEBUG  ROS Time: 23 |  tasks: 0 | active robots: 1
2024-07-11 11:22:04,806 DEBUG  ROS Time: 24 |  tasks: 0 | active robots: 1
2024-07-11 11:22:06,808 DEBUG  ROS Time: 24 |  tasks: 0 | active robots: 1
2024-07-11 11:22:08,814 DEBUG  ROS Time: 25 |  tasks: 0 | active robots: 1
2024-07-11 11:22:10,816 DEBUG  ROS Time: 25 |  tasks: 0 | active robots: 2
2024-07-11 11:22:12,819 DEBUG  ROS Time: 26 |  tasks: 0 | active robots: 2
2024-07-11 11:22:14,821 DEBUG  ROS Time: 27 |  tasks: 0 | active robots: 2
2024-07-11 11:22:16,823 DEBUG  ROS Time: 27 |  tasks: 0 | active robots: 2
2024-07-11 11:22:18,827 DEBUG  ROS Time: 28 |  tasks: 0 | active robots: 2
2024-07-11 11:22:20,829 DEBUG  ROS Time: 28 |  tasks: 0 | active robots: 2
2024-07-11 11:22:22,832 DEBUG  ROS Time: 28 |  tasks: 0 | active robots: 3
2024-07-11 11:22:24,834 DEBUG  ROS Time: 28 |  tasks: 0 | active robots: 4
2024-07-11 11:22:26,835 DEBUG  ROS Time: 29 |  tasks: 0 | active robots: 5
2024-07-11 11:22:28,838 DEBUG  ROS Time: 29 |  tasks: 0 | active robots: 5
2024-07-11 11:22:30,840 DEBUG  ROS Time: 29 |  tasks: 0 | active robots: 6
2024-07-11 11:22:32,843 DEBUG  ROS Time: 29 |  tasks: 0 | active robots: 7
2024-07-11 11:22:34,846 DEBUG  ROS Time: 30 |  tasks: 0 | active robots: 7
2024-07-11 11:22:36,847 DEBUG  ROS Time: 30 |  tasks: 0 | active robots: 7
2024-07-11 11:22:38,850 DEBUG  ROS Time: 30 |  tasks: 0 | active robots: 7
2024-07-11 11:22:40,852 DEBUG  ROS Time: 30 |  tasks: 0 | active robots: 7
2024-07-11 11:22:42,857 DEBUG  ROS Time: 31 |  tasks: 0 | active robots: 11
2024-07-11 11:22:44,859 DEBUG  ROS Time: 31 |  tasks: 0 | active robots: 13
2024-07-11 11:22:46,863 DEBUG  ROS Time: 31 |  tasks: 0 | active robots: 16
2024-07-11 11:22:48,865 DEBUG  ROS Time: 32 |  tasks: 0 | active robots: 17
2024-07-11 11:22:50,867 DEBUG  ROS Time: 33 |  tasks: 0 | active robots: 18
2024-07-11 11:22:52,870 DEBUG  ROS Time: 35 |  tasks: 0 | active robots: 29
2024-07-11 11:22:54,871 DEBUG  ROS Time: 37 |  tasks: 0 | active robots: 34
2024-07-11 11:22:56,872 DEBUG  ROS Time: 39 |  tasks: 0 | active robots: 34
2024-07-11 11:22:58,875 DEBUG  ROS Time: 41 |  tasks: 0 | active robots: 34
2024-07-11 11:23:00,877 DEBUG  ROS Time: 43 |  tasks: 0 | active robots: 34
2024-07-11 11:23:02,879 DEBUG  ROS Time: 45 |  tasks: 0 | active robots: 34
2024-07-11 11:23:04,880 DEBUG  ROS Time: 47 |  tasks: 0 | active robots: 34
2024-07-11 11:23:06,883 DEBUG  ROS Time: 49 |  tasks: 0 | active robots: 34
2024-07-11 11:23:08,884 DEBUG  ROS Time: 51 |  tasks: 0 | active robots: 34
2024-07-11 11:23:10,885 DEBUG  ROS Time: 52 |  tasks: 0 | active robots: 34
2024-07-11 11:23:12,887 DEBUG  ROS Time: 54 |  tasks: 0 | active robots: 34
2024-07-11 11:23:14,889 DEBUG  ROS Time: 56 |  tasks: 0 | active robots: 34
2024-07-11 11:23:16,891 DEBUG  ROS Time: 58 |  tasks: 0 | active robots: 34
2024-07-11 11:23:18,894 DEBUG  ROS Time: 60 |  tasks: 0 | active robots: 34
2024-07-11 11:23:20,896 DEBUG  ROS Time: 62 |  tasks: 0 | active robots: 34
2024-07-11 11:23:22,896 DEBUG  ROS Time: 64 |  tasks: 0 | active robots: 34
2024-07-11 11:23:24,899 DEBUG  ROS Time: 66 |  tasks: 0 | active robots: 34
2024-07-11 11:23:26,902 DEBUG  ROS Time: 68 |  tasks: 0 | active robots: 34
2024-07-11 11:23:28,905 DEBUG  ROS Time: 70 |  tasks: 0 | active robots: 34
2024-07-11 11:23:30,907 DEBUG  ROS Time: 71 |  tasks: 0 | active robots: 34
2024-07-11 11:23:32,909 DEBUG  ROS Time: 73 |  tasks: 0 | active robots: 34
2024-07-11 11:23:34,912 DEBUG  ROS Time: 75 |  tasks: 0 | active robots: 34
2024-07-11 11:23:36,914 DEBUG  ROS Time: 77 |  tasks: 0 | active robots: 34
2024-07-11 11:23:38,915 DEBUG  ROS Time: 78 |  tasks: 0 | active robots: 34
2024-07-11 11:23:40,916 DEBUG  ROS Time: 80 |  tasks: 0 | active robots: 34
2024-07-11 11:23:42,919 DEBUG  ROS Time: 82 |  tasks: 0 | active robots: 34
2024-07-11 11:23:44,920 DEBUG  ROS Time: 84 |  tasks: 0 | active robots: 34
2024-07-11 11:23:46,922 DEBUG  ROS Time: 86 |  tasks: 0 | active robots: 34
2024-07-11 11:23:48,923 DEBUG  ROS Time: 87 |  tasks: 0 | active robots: 34
2024-07-11 11:23:50,926 DEBUG  ROS Time: 89 |  tasks: 0 | active robots: 34
2024-07-11 11:23:52,927 DEBUG  ROS Time: 91 |  tasks: 0 | active robots: 34
2024-07-11 11:23:54,929 DEBUG  ROS Time: 93 |  tasks: 0 | active robots: 34
2024-07-11 11:23:56,931 DEBUG  ROS Time: 95 |  tasks: 0 | active robots: 34
2024-07-11 11:23:58,933 DEBUG  ROS Time: 96 |  tasks: 0 | active robots: 34
2024-07-11 11:24:00,935 DEBUG  ROS Time: 98 |  tasks: 0 | active robots: 34
2024-07-11 11:24:02,936 DEBUG  ROS Time: 100 |  tasks: 0 | active robots: 34
2024-07-11 11:24:04,939 DEBUG  ROS Time: 102 |  tasks: 0 | active robots: 34
2024-07-11 11:24:06,941 DEBUG  ROS Time: 103 |  tasks: 0 | active robots: 34
2024-07-11 11:24:08,943 DEBUG  ROS Time: 105 |  tasks: 0 | active robots: 34
2024-07-11 11:24:10,946 DEBUG  ROS Time: 107 |  tasks: 0 | active robots: 34
2024-07-11 11:24:12,947 DEBUG  ROS Time: 109 |  tasks: 0 | active robots: 34
2024-07-11 11:24:14,949 DEBUG  ROS Time: 111 |  tasks: 0 | active robots: 34
2024-07-11 11:24:16,951 DEBUG  ROS Time: 113 |  tasks: 0 | active robots: 34
